no,name,category,description,member_count,day,period,room,3d_modeling,AI,STEM,academic,academic_support,aerospace,algorithms,animal_welfare,anime,anthropology,astronomy,badminton,baseball,basketball,billiards,biology,board_games,business,charity,cheerleading,chemistry,chinese_culture,climbing,coffee,community_service,competition,computer_science,craftsmanship,creative_arts,culture,cybersecurity,cycling,dance,data_science,debate,design,dodgeball,drones,economics,engineering,entrepreneurship,environment,equestrian,experiments,fashion,fencing,figure_skating,film,finance,fitness,food,football,forensic_science,frisbee,game_development,gaming,gender_studies,geography,geology,golf,hands_on,health,history,hobbies,humanities,investment,journalism,language_learning,law,linguistics,literature,machine_learning,magic,mahjong,martial_arts,math,media,medicine,mental_health,meteorology,motorsport,music,nutrition,outdoor_sports,peer_support,performing_arts,personal_growth,philosophy,photography,physics,pickleball,politics,programming,psychology,racquet_sports,rc_racing,religion,research,rhythm_games,robotics,rowing,running,scuba_diving,skiing,social_sciences,speedcubing,sports,strategy,swimming,table_tennis,tcg,tchoukball,teaching,team_sports,technology,tennis,theater,visual_arts,voice_acting,volleyball,volunteer,water_sports,web_development,wellness,winter_sports,writing,yoga
207,The Magical Unicorn 1,ACADEMIC,"Stepping into the spotlight to make an audience roar with laughter and bring a fairy-tale world to life! Join us for this term's pantomime, The Magical Unicorn — a tale of adventure, friendship, and a little bit of mischief! Whether you love acting, singing, dancing, designing costumes, marketing, or working behind the scenes with lights and sound, there's a place for you in this production. No experience necessary — just enthusiasm and a willingness to have fun!",0,thursday,period12,G017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
208,The Pathfinders Collective,ACADEMIC Others,"The Pathfinders Collective is a student-led academic club focused on efficient learning, academic exploration, and college planning. Our goal is to help students understand how to learn efficiently, improve academic performance, and confidently work toward their ideal universities. We invite top‑performing students from various grades to share hands‑on learning strategies and real‑world application insights. Our inclusive peer‑sharing environment encourages members to explore diverse perspectives. By interacting with experienced high‑achievers, we hope that students can acquire efficient study skills to improve academic performance. More than just gaining practical tips, every participant contributes their own thoughts and reflections. We want to foster a mutually beneficial space where everyone learns from one another, grows collectively and makes progress together.",1,tuesday,period11,B427,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,The SCIE Snooker and Billiards,SPORTS,"Our ECA aims to gather the students who are passionate for the pool/snooker/billiards, playing, practicing and communicating. For both beginners and experienced players, they can participate in teach and learn to sharpen the skills. From an alternative perspective, students will exhibit a significant increase in their selection of recreational activities during extracurricular hours, fostering their interests.",1,tuesday,period11,A205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Theoretical Politics Club,ACADEMIC Social sciences,"Theoretical Politics Club is a discussion-based ECA for students interested in political theory, comparative politics, and the functioning of different political systems. In the first several sessions, members will be introduced to major political theories and concepts, such as liberalism, conservatism, socialism, realism, nationalism, democracy, authoritarianism, legitimacy, state power, and political institutions. After building this theoretical foundation, the club will move toward case-based analysis. Members will examine selected historical and contemporary political regimes, comparing how institutions, ideology, leadership, economic conditions, and social forces shape political outcomes. Sessions will mainly consist of short presentations, guided discussion, debates, and group analysis. The purpose is not to promote any particular political position, but to encourage members to understand political systems from multiple perspectives and develop evidence-based arguments.",1,tuesday,period11,A301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,To-listen倾听屋,ACADEMIC Health and wellbeing,"""To-Listen"" is an Extra-Curricular Activity (ECA)/Project Group dedicated to providing online peer counseling and support for teenagers. Our group offers a safe and confidential space where members can engage in meaningful conversations, seek guidance, and receive support from their peers. The core philosophy of ""To-Listen"" revolves around active listening, empathy, and fostering a supportive community environment.",8,monday,lunchtime,B427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
212,UZIV,SOCIAL Volunteers and charitable projects,"UZIV has been part of SCIE for 19 years, dedicated to creating positive change through meaningful community service. Our club believes that small acts of kindness can bring lasting impact, and we design activities that connect students with both local needs and wider social concerns. Over the years, we have organised beach cleanups to protect the environment, created art portrait projects to celebrate and encourage children living with challenges, and visited children’s welfare institutions to bring care and companionship. The Charity Bazaar allows us to build a deeper connection with the charity house, as all of our revenue is donated in support of their work. It reflects our belief in collective effort: when many people come together with care and energy, they can create a kinder and more supportive community for everyone. Beyond these regular initiatives, UZIV also serves as a space for creativity and inspiration. We encourage members to design new events and contribute their own ideas, making the club a dynamic platform for student-led action. Every project we take on reflects the diversity of our members’ passions while staying true to our mission of fostering compassion and responsibility.",1,tuesday,lunchtime,A414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
213,Undergraduate Mathematics Club,ACADEMIC Mathematics and computer sciences,"The University Mathematics Society is a vibrant community for students passionate about the beauty and depth of mathematical thinking. Our activities go beyond the standard curriculum, exploring rigorous topics such as real analysis, linear algebra, number theory, and group theory. We delve into epsilon-delta proofs, eigenvector decompositions, and the subtleties of convergence—building a foundation that turns abstract definitions into powerful tools. Beyond exam preparation, we host guest lectures, problem-solving competitions, and collaborative study groups. Whether you are aiming for Cambridge, Oxford, or simply love a good mathematical challenge, our society offers a welcoming and intellectually stimulating environment. Join us to sharpen your mind, share ideas, and celebrate the elegance of mathematics together. Everyone is welcome—from first-year enthusiasts to final-year experts.",1,thursday,period11,A206,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,University Physics,ACADEMIC Mathematics and computer sciences,"This year, ""University Physics"" isn't just about memorizing equations—it's about fundamentally changing how we see the universe. We’ll step beyond the standard high school curriculum, moving from the familiar Newtonian world of pushing and pulling forces into the beautifully elegant realm of analytical mechanics. By adopting the Lagrangian approach, we’ll explore the principle of least action, discovering how complex systems can be understood entirely through energy rather than messy vectors. But we won't stop at classical mechanics. We’re also diving into the weird, wonderful frontiers of modern physics. Through concepts like quantum mechanics and special relativity, we’ll unpack mind-bending, counterintuitive ideas that perfectly explain the bizarre realities of our world. At its core, our club is about building genuine physical and mathematical intuition. We want to explore advanced problem-solving methods and theorems you won't find in standard textbooks. By tackling these challenges together, we'll equip you with the strong intuition and deep understanding needed to confidently pursue higher-level physics in the future.",4,tuesday,period11,B532,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Volleyball for fun,SPORTS,"The ECA is called haikyu volleyball for fun eca. Its purpose is to help students to get in-touched to volleyball or let students practice their volleyball skills. Regular tutorials will be given through the sessions. The aim of this eca is for new students that’s interested in volleyball to actually try and learn new skills and also provide a place for students who already know several skills in volleyball, to practice.",23,thursday,period11,VBL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0
216,We & Horse,SPORTS,"Our ECA is an Equestrian club called We & Horse. When talking about equestrian, many students simply say it is “horse riding”. However, people neglect that relationship between rider and horses is more significant.before we ride horses, we need to learn how to respect for horses, atthe same time we would receive therapeutic connection from them, so the target of the ECA is letting more people to have not only deeper understanding of equestrian but knowledge of horses, so that helps people to build a healthy relationship with horses and nature.",1,friday,period11,A202,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Winglish,SOCIAL Volunteers and charitable projects,Our ECA aims to gather students that have interest in teaching younger and/or disabled children. Members can teach any appropriate subject of their interest using English.,4,tuesday,lunchtime,A208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0
218,World Culture Café,SOCIAL Culture,"This ECA is established for students who are interested in different culture. The sessions that this ECA will have will related to Anthropology, Sociology, regional study, cultural study and Philosophy. The topic of this semester will be about eastern Asia’s culture . All the knowledge of the culture is according to books like ‘The Chrysanthemum and Sword’ ‘OTAKU: Japan’s database animal’, ‘From the soil’ and ‘the Individualization of Chinese Society’. We are going to include the transformation of society, the reason why cultures are different, and most importantly, we will have a more objective and more anthropological insight when we are facing cultural differences. The form of the sessions will mainly be teaching with PPT. To make sure the concepts are understandable, there will be many real life examples which are close to daily life. Also, there will be many interactions during the sessions, so that our members can discuss our different ideas.",1,friday,period11,A216,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Yarn Club,SOCIAL Interests and hobbies,"In this club, we will focus on yarn crafts, as the name implies. Members will learn how to crochet, starting with basic techniques such as pulling loops through loops using a hook, and gradually progressing to create intricate items like decorations, dolls, and clothing. We are planning to do more creative work, including exhibitions, collaborations on charitable projects, and crochet workshops for children.",1,thursday,period11,A205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Yearbook 2026-2027,SOCIAL Interests and hobbies,"Yearbook is a student-led ECA dedicated to documenting and celebrating the SCIE community through creative storytelling, photography, design, and collaboration. The ECA works to capture memorable moments from academic events, student activities, sports, ECAs, and everyday campus life, creating a meaningful record of each school year. Members will develop skills in content creation, visual design, communication, project management, and teamwork while contributing to a shared project that represents the diverse voices and experiences of SCIE students. Through collecting stories, designing layouts, and coordinating with different departments and student groups, Yearbook provides students with opportunities to strengthen their creativity and leadership skills while preserving the school’s collective memories.",1,wednesday,lunchtime,B427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
221,Yoga & Meditation ECA,SPORTS,"The Yoga and Meditation Club aims to promote physical wellness, mental clarity, and overall well-being. We offer a welcoming space for students to explore yoga and meditation, with weekly sessions focused on yoga asanas (stretching and strength), meditation practices, and sound therapy using various instruments. We also share knowledge on key techniques and terminology to deepen our practice.",0,tuesday,period11,G022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
222,Youtopia,SOCIAL Interests and hobbies,"Our ECA is an original economic card game creation society built on a self-designed fictional continent with diverse unique nations. In previous years, our core focus was fusing formal economic academic knowledge with tabletop gameplay, as our team independently designed, balanced and refined a proprietary card game that models real-world market cycles, trade policies and resource allocation. For the upcoming academic year, we pursue dual-track progress: we continue iterating new card expansions and gameplay mechanics, while vastly expanding our lore framework—crafting core protagonists, layered character backstories, inter-nation conflicts and complete narrative arcs to deepen our immersive fantasy world. Additionally, we will launch official social media channels to consistently publish serialized worldbuilding entries, character biographies, game tutorials and behind-the-scenes development content, letting members collectively build a cohesive, self-contained original game IP.",1,tuesday,lunchtime,A501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
223,ZhaoHui Chinese Orchestra,ACADEMIC Visual and performing arts,"Our ECA brings together students who share a passion for playing traditional Chinese instruments in an ensemble. Based on the solid groundwork of members from previous years, our ECA now consists of wind, string, and percussion sections. By adapting popular music or rehearsing classical pieces, we introduce modern aesthetics that interact with traditional performance practices. During ECA, we practice solo and ensemble repertoire. We cherish our rehearsal time and actively participate in campus competitions, willing to share our appreciation of Chinese traditional music with all schoolmates.",6,thursday,period11,G019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Zhuangzi Discussion Club,ACADEMIC Others,"What does it mean to be free? Is success always worth pursuing? How much of our lives should be determined by grades, university offers, competition and other people's expectations? And how can we maintain a sense of balance when the world around us constantly tells us to do more, achieve more and become more? These are not merely philosophical questions. They are questions about everyday life. This ECA explores these questions through the Inner Chapters of the Zhuangzi, one of the most imaginative works of classical Chinese philosophy. Rather than studying Zhuangzi simply as an ancient Chinese thinker, students will encounter his ideas as a provocative conversation partner for the challenges of modern student life. Through stories, paradoxes, thought experiments, close reading and panel discussions, we will explore themes including freedom, perspective, comparison, success, social expectations, identity, uncertainty, change and inner balance. This ECA creates a space where students can step outside the pressure of everyday academic life, question assumptions, encounter different perspectives, and reflect on what they genuinely value. Ultimately, Zhuangzi invites us to consider a deceptively simple question: How can we live freely in a world that constantly tells us who we should be?",0,thursday,period11,B424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
